Police Station,Year,Type,Date,Time,Place,Latitude,Longitude
Konanakunte,2017,Ordinary Theft,17/08/2017,21:45,"18th Mainroad, J P Nagar 2nd phase, Bengaluru City, Karnaka, 560078",12.9187108,77.5856202
Basavanagudi,2015,Chain Snatching,30/12/2015,7:40,"INFRONT OF NO.119, 42nd CROSS, 2nd MAIN, 8th BLOCK, JAYANAGAR Bangalore",12.91872,77.57955
C K Achuktu,2018,2 wheeler theft,17/08/2018,11:30:00 AM,"IN SIDE GE
NO-125, 42ND CROSS,
JAYANAGAR 8TH BLOCK BENGALURU",12.918756,77.578796
C K Achuktu,2016,2 wheeler theft,8/12/2016,4:00:00 PM,"Near ICICI Bank M, 45th Cross,Jayanagara 8th Block",12.918838,77.583583
C K Achuktu,2018,2 wheeler theft,24/11/2018,11:00:00 AM,"Infront of Udupi food
hub, No-116A, 42nd Cross,
2nd Main, 8th Block
Jayanagar, Bengaluru City,",12.91885,77.57808
Girinagar,2015,2 wheeler theft,19/08/2015,4:20:00 PM,"Infront Of House No-1399, south End A road,, 9th Block Jayanagar, Bengaluru City,
Karnaka, 560069",12.9188508,77.5920109
Basavanagudi,2018,Chain Snatching,24/02/2018,20:45,"3rd Main road, 36th Cross,8th Block Jayanagar",12.918859,77.579763
C K Achuktu,2016,2 wheeler theft,13/05/2016,9:30:00 PM,"No 427/14, 41st cross, 9th Main,5th Block, Jayanagara",12.91886,77.58746
Basavanagudi,2017,Chain Snatching,21/09/2017,14:00,"42nd cross,2nd Main, Jayanagara 8th block",12.918899,77.577344
C K Achuktu,2017,2 wheeler theft,15/03/2017,11:15:00 PM,"No 1406,37th B CROSS,11 MAIN,JAYANAGARA 4TH T BLOCK",12.918899,77.577344
Banashankari,2018,Robbery,23/04/2018,0:15,"44th Cross, 3rd Main Jayanagar 8th Block",12.918903,77.579729
Basavanagudi,2016,Chain Snatching,20/03/2016,8:00,"NEAR BENGALURU ONE, 10th MAIN, 38th CROSS,5th BLOCK, JAYANAGAR",12.918907,77.577896
C K Achuktu,2018,2 wheeler theft,25/04/2018,2:00:00 PM,"IN FRONT OF
RAMAKRISHNA
HOSPITAL NO-26,
(808)13TH, CROSS, 3RD
BLOCK, JAYANAGAR,
Bengaluru City",12.918945,77.586992
Basavanagudi,2015,Chain Snatching,1/4/2015,19:45,"INFRONT OF BANASHANKARI, TEXTILES, 42ND CROSS, 1ST A MAIN, 8TH BLOCK JAYANAGAR Bangalore",12.918973,77.57598
K S Layout,2019,4 Wheeler Theft,20/02/2019,9:00,"In Front Of No/25/5, 18th
Main, Padmanabhanagar,
Bengaluru City,",12.919,77.55535
Basavanagudi,2015,Chain Snatching,17/06/2015,6:00:00 PM,CHIKKALASANDRA BENGALORE CITY,12.91900624,77.5453977
J P Nagar,2016,2 wheeler theft,29/02/2016,14:30 PM,BASHANKARI BENGALORE,12.91900624,77.5453977
J P Nagar,2016,2 wheeler theft,25/04/2016,12:20:00 PM,CHIKALASANDRA BENGALORE CITY,12.91900624,77.5453977
Shankarapua,2017,Kidnap,10/9/2017,8:30,"no 209, 1st main, 5th cross, naidu layout chikkallasandra b-61",12.91900624,77.5453977
Hanumantha Nagar,2019,2 wheeler theft,17/06/2019,3:00:00 PM,"Near FBB, beside Gopalan mall,, JP NAGAR 3RD PHASE, Bengaluru City,
Karnaka, 560078",12.9190179,77.5150998
C K Achuktu,2019,2 wheeler theft,3/8/2019,,"Infront of HDFC Bank, 3rd Block, Jayanagara, Bengalore",12.91902,77.58741
K S Layout,2015,Ordinary Theft,29/04/2015,13:00,"KARUMARIYAMMA TEMPLE, 18th MAIN, 4th T BLOCK, JAYANAGAR",12.919098,77.589485
Girinagar,2017,2 wheeler theft,20/10/2017,3:30:00 PM,"infront of 1380, South End Mainroad, Jayanagar 9th Block, Bengaluru City,
Karnaka, 560078",12.9191277,77.5914538
C K Achuktu,2019,2 wheeler theft,5/11/2019,4:00:00 PM,"NO, 652,14TH MAIN,
38TH CROSS, 4TH T
BLOCK, JAYANAGAR,
Bengaluru City,",12.919182,77.57765
K S Layout,2017,4 Wheeler Theft,21/08/2017,12:45,"IN FRONT OF HOUSE NO/352, SRI RANGA VITTALA, 41ST CROSS, 2ND MAIN, JAYANAGAR 8TH BLOCK",12.919182,77.57765
K S Layout,2019,Ordinary Theft,04/04/2019,23:15,"No 349, 41st Cross, 8th
Block jayanagar, Bengaluru
City,",12.91921,77.57745
Basavanagudi,2016,Chain Snatching,18/08/2016,21:35,"17th Mainroad, Woodys Restourent, 2nd phase J P Nagar, Bengaluru City,
Karnaka, 560078",12.9192124,77.585885
Girinagar,2017,2 wheeler theft,24/07/2017,12:20:00 PM,"infront of Woody's Hotel, 7th Mainroad, J.P.Nagar 2nd Phase, Bengaluru City,
Karnaka, 560078",12.9192124,77.585885
Banashankari,2017,Robbery,17/11/2017,3:15,"MARENA HALLI SIGNAL, NEAR VAJAPEYI BUS STOP, JAYANAGAR 4TH T BLOCK",12.919213,77.589206
C K Achuktu,2017,2 wheeler theft,16/05/2017,3:00:00 PM,"Sub Registrar Office,12th Main, 4th block, Jayanagar",12.919247,77.587355
Banashankari,2019,Robbery,9/1/2019,11:45,"NEAR HUNASE TREE KANAKAPURA MAIN ROAD,BANASHANKARI",12.91925,77.57409
C K Achuktu,2016,2 wheeler theft,7/12/2016,1:00:00 PM,"11th Main Road,4th Block Jayanagar,",12.919266,72.587295
C K Achuktu,2018,2 wheeler theft,3/6/2018,1:00:00 PM,"IN FRONT OF VIJAYA
BANK, JAYANAGAR 8TH
BLOCK, Bengaluru City,",12.919267,77.576078
Puttenahalli,2017,Ordinary Theft,8/11/2017,,"No.80,4th cross ,T.G.layout, Ittamadu,BSK 3rd Stage,Bangalore-85",12.919271,77.539332
Puttenahalli,2018,Ordinary Theft,29/08/2018,12:15,"No.4th Across,50f road, T.G.layout,ittamadu,BSK 3rd stage ,Bangalore-85",12.919309,77.53946
Basavanagudi,2016,Chain Snatching,20/05/2016,22:00,"41st CROSS, 1st MAIN,8th Block Jayanagar",12.91933,77.57601
Hanumantha Nagar,2018,2 wheeler theft,24/11/2018,12:00:00 PM,"No.134/52, 4th, main,, J P Nagar 3rd phase, Bengaluru City, Karnaka, 560078",12.9193608,77.5956138
Hanumantha Nagar,2015,2 wheeler theft,16/05/2015,11:30:00 PM,ITTAMADU MAIN ROAD BENGALORE CITY,12.91937151,77.53966959
C K Achuktu,2015,2 wheeler theft,8/1/2015,7:30:00 PM,"INFRONT OF UNION BANK, 30TH CROSS 4TH BLOCK JAYANAGAR",12.919414,77.585452
V V Puram,2018,Assault,27/04/2018,13:15,"3rd Cross, T.G Lay out, ittamadu, BSK 3rd stage, Bangalore-85",12.919427,77.539456
Siddapura,2018,Kidnap,28/02/2018,3:00,"No. 9/1, 1st Cross, 1st Main, Saptagiri Nilaya, T.G. Layout, Ittamadu, BSK 3rd Stage, Bangalore-85.",12.919443,77.541827
C K Achuktu,2015,2 wheeler theft,16/02/2015,10:00:00 AM,"Infront of Parivara Hotel No:150/A, 32nd Cross,11th Main, 4th Block Jayanagar",12.91945,77.58825
C K Achuktu,2015,2 wheeler theft,17/02/2015,11:00:00 AM,"Infront of House No: 16, 37th Cross, 14th Main,4th T Block Jayanagara",12.91945,77.58825
C K Achuktu,2018,2 wheeler theft,29/11/2018,7:00:00 PM,"11th main, 4th Block
Jayanagar, Bengaluru City,",12.91945,77.58582
C K Achuktu,2018,2 wheeler theft,7/12/2018,5:00:00 PM,"Parking place, Near Sri
Raghavendra Swamy
Temple, 11th main, 5th
Block Jayanagar, Bengaluru",12.91945,77.58582
C K Achuktu,2018,2 wheeler theft,24/12/2018,6:00:00 PM,"NEAR UDAYA
ENTERPRISES, WCH
SHOP, 9TH MAIN,, 4TH
BLOCK, JAYANAGAR,
Bengaluru City",12.91945,77.583485
K S Layout,2016,Ordinary Theft,20/04/2016,15:00,"654, 2nd Floor, 11th, main,4th Block East, Jayanagara,Bengaluru City,",12.91945,77.58582
K S Layout,2016,Ordinary Theft,22/01/2016,17:00,"Near Fazal store, 11th Main road,, 4th Block,Jayanagara, Bengaluru City,",12.91945,77.58582
K S Layout,2016,Ordinary Theft,1/3/2016,12:35,"11th MAIN, 32nd CROSS,, 4th BLOCK,JAYANAGAR, Bengaluru City,",12.91945,77.58582
K S Layout,2016,Ordinary Theft,1/3/2016,13:30,"INFRONT OF ROYAL COMFORT, 27th CROSS,11th MAIN,, 4th BLOCK, JAYANAGAR, Bengaluru",12.91945,77.58582
K S Layout,2016,Ordinary Theft,13/04/2016,10:30,"NEAR PAI VIJAY, 11th MAIN, 33rd CROSS,4th BLOCK, JAYANAGAR",12.91945,77.58582
K S Layout,2016,Ordinary Theft,15/08/2016,23:15,"Near KFC Restaurant,Jayanagara 4th Block",12.91945,77.585805
K S Layout,2016,Ordinary Theft,19/02/2016,12:30,"SANIKSHA DESIGN STUDIO, NO.569, 11th MAIN, 38th CR 5th BLOCK, JAYANAGAR",12.91945,77.58582
K S Layout,2017,Ordinary Theft,11/8/2017,19:00,"No. 1419, 2nd Floor, 37 B Cross, 11th Main, 4th T Block Jayanagar",12.91945,77.58582
K S Layout,2017,Ordinary Theft,9/10/2017,19:00,"11th Main Opposite of Arvindo store, 4th Block Jayanagr",12.91945,77.58582
K S Layout,2018,Ordinary Theft,21/04/2018,19:30,"Lalithaa Jewellery Mart(P), Ltd, No. 08, 29th C Cross, 11th Main, 4th Block Jayanagar",12.91945,77.58582
K S Layout,2019,Ordinary Theft,9/2/2019,,"OPP BHS SCHOOL GE, 11TH MAIN ROAD, JAYANAGAR 4TH BLOCK",12.91945,77.58582
Siddapura,2017,Assault,29/01/2017,11:30,"No 76,3rd Cross,
Shakambarinagara,
Bengaluru City",12.91945,77.58825
Siddapura,2017,Assault,06/04/2017,12:00,"Near Sangam Circle,45th Cross, Jayanagara 8th
Block, Bengaluru City",12.91945,77.58825
Subramanyapura,2017,Assault,01/12/2017,9:00,"154, 1 MILE KAKHIYA NAGARA UTTARAHALLI BANGALORE",12.91945321,77.54680384
K S Layout,2016,Ordinary Theft,29/06/2016,17:15,"Basics Store,NO, 8/25, 11th Main,Jayanagara 4th Block",12.919458,77.585795
K S Layout,2016,Ordinary Theft,1/7/2016,11:30,"NO.290/2, 34th A CROSS, 9th MAIN,4th BLOCK, JAYANAGAR",12.919458,77.585795
K S Layout,2015,2 wheeler theft,14/11/2015,8:00:00 PM,"No, 66, T.G. Layout, BSK 3rd stg, Bengluru-85",12.919496,77.539556
C K Achuktu,2019,2 wheeler theft,3/4/2019,,"Infront of No.635, 1st A main road, Jayanagara 8th Block, Bengalore,",12.91953,77.57458
C K Achuktu,2019,2 wheeler theft,14/06/2019,9:10:00 AM,"Near R V Road Metro
stion, 5th Block
Jayanagar, Bengaluru City",12.91953,77.57458
C K Achuktu,2019,2 wheeler theft,20/06/2019,10:45:00 PM,"RASHTRIYA
VIDYALAYA METRO
STION, 3RD MAIN,
JAYANAGAR 8TH BLOCK,
Bengaluru City,",12.91953,77.57458
C K Achuktu,2019,2 wheeler theft,5/7/2019,9:00:00 PM,"RV METRO STION,
5TH BLOCK JAYANAGAR,
Bengaluru City",12.91953,77.57458
C K Achuktu,2019,2 wheeler theft,9/9/2019,10:00:00 AM,"INFRONT OF VIPHA
MANTRA, NO.35,
YADIYURU LAKE ROAD,
BASAVANAGUDI, 6TH
BLOCK, JAYANAGAR,
Bengaluru City,",12.91953,77.57458
K S Layout,2019,Ordinary Theft,08/07/2019,21:45,"NO 2, NAGASHRI
KRISHNA NILAYA, 30TH
CROSS, 7TH BLOCK
JAYANAGAR, Bengal",12.91953,77.57458
C K Achuktu,2019,2 wheeler theft,14/06/2019,9:00:00 PM,"Infront of SBI Bank,
No-41/1, 30th Cross, 7th
Block Jayanagar, Bengaluru",12.91955,77.57458
Banashankari,2017,Attempted Murder,21/07/17,10:30 PM,"VBB Bakery Road, Ittamadu Main Road, BSK 3rd Stage, Bangalore-85.",12.919563,77.542178
Siddapura,2017,Kidnap,23/10/2017,1:45,"No. 8/B/29, 2nd Cross, T.G. Layout, Ittamadu, BSK 3rd Stage, Bangalore-85.",12.919566,77.541079
Banashankari,2018,Attempted Murder,23/09/2018,11:15 PM,"Near V.B.B. Bakery, Ittamadu Main Road, BSK 3rd Stage, Bangalore-85.",12.91959,77.541964
Basavanagudi,2019,Chain Snatching,16/12/2019,21:30Hrs,"In Side of Compound
House No-1910, 31st
Cross,, 9th main,
Banashankari 2nd Stage,
Bengaluru City,",12.91961,77.56911
Hanumantha Nagar,2019,2 wheeler theft,12/6/2019,11:40:00 AM,"In front Of No-207, GS
Residency, PG For Men,
Near, 31st Cross, 9th Main
BSK 2nd Stage, Bengaluru
City,",12.91961,77.56911
Banashankari,2018,Robbery,27/06/2018,0:30,"44th Cross, 2nd Main, 8th Block, Jayanagar",12.919622,77.576159
V V Puram,2016,Assault,19/11/2016,5:15,"Near VBB Bakery, Ittamadu, BSK 3rd Stage, Bangalore-85.",12.919646,77.542205
C K Achuktu,2019,2 wheeler theft,1/11/2019,,"Jain Temple Opp, 30th Cross, 9th Main road, Jayanagar 4th Block, Bengalore.",12.91965,77.5924
K S Layout,2019,Ordinary Theft,21/01/2019,14:00,"299, 9th main, 5th Block Jayanagar, Bengaluru City",12.91965,77.5924
K S Layout,2019,2 wheeler theft,30/09/2019,10:00:00 AM,"NO-18,5th cross, T G layout ,ittamadu,BSK 3rd stage ,banglore-85",12.919656,77.539511
C K Achuktu,2015,2 wheeler theft,24/01/2015,1:30:00 PM,"NO.284/A, 9th A. MAIN, 40th CROSS,5th BLOCK, JAYANAGAR",12.919691,77.561583
Siddapura,2015,Assault,,,"Pipe Line Road
Sakambarinagara,
Bengaluru City",12.919691,77.561583
Puttenahalli,2017,Kidnap,9/1/2017,11:20,"No 653/13, 1st C Main, jayanagara 8th Block",12.919712,77.575901
Siddapura,2018,Kidnap,18/10/18,10:45,"No. 66, 4th Cross, T.G. layout, Ittamadu, BSK 3rd Stage, Bangalore-85.",12.919726,77.540096
C K Achuktu,2018,2 wheeler theft,22/03/2018,7:00:00 PM,"IN FRONT OF HOUSE
NO-62/B, 6TH MAIN, 40TH
CROSS,, JAYANAGAR
5TH BLOCK, Bengaluru",12.919739,77.581034
Puttenahalli,2018,Kidnap,24/04/2018,11:00,"Banashankari circle, 8th Block Jayanagar",12.91974,77.578194
K S Layout,2019,2 wheeler theft,5/10/2019,2:15:00 PM,"Near ragavendra bar,ittamadu main road ,13th cross BSK 3rd stage banglore-85",12.919756,77.542113
C K Achuktu,2015,2 wheeler theft,28/01/2015,7:00:00 PM,"INFRONT OF NO: 147/47, 27TH CROSS, 3RD MAIN,6TH BLOCK JAYANAGARA",12.919774,77.577703
C K Achuktu,2016,2 wheeler theft,8/12/2016,1:00:00 PM,"In Front Of House No 110, 1st Floor, 7th Cross,13th A Main, Shakambari Nagara,JPNagara 1st Phase",12.919774,77.577703
C K Achuktu,2018,2 wheeler theft,30/07/2018,9:00:00 PM,"Near R V Road metro
stion, 38th Cross, 3rd
Main, 8th Block Jayanagar,
Bengaluru City,",12.919774,77.577703
C K Achuktu,2018,2 wheeler theft,6/8/2018,1:00:00 PM,"Opposite Shivaji miltry
Hotel, Near Gurumurthappa,
1st A Main, 8th Block
Jayanagar, Bengaluru City",12.919774,77.577703
K S Layout,2015,Ordinary Theft,12/8/2015,15:00,"Sangam Circle, 45th Cross, 2nd Main, 8th Block Jayanagar",12.919774,77.577703
Siddapura,2016,Assault,22/02/2016,12:00,"No 151/2, 26th A Cross,,
6th Block, Jayanagara,
Bengaluru City",12.919774,77.577703
C K Achuktu,2015,2 wheeler theft,16/01/2015,2:00:00 PM,"INFRONT OF BANGALORE INTER NIONAL ACADEMY,2nd MAIN, 7th BLOCK, JAYANAGAR",12.919817,77.58481
K S Layout,2015,Ordinary Theft,30/04/2015,19:40,"Near Shalini Ground, 10 th Main,5th Block Jaynagar",12.919817,77.58481
Siddapura,2015,Assault,13/04/2015,4:00,"Infront of No.581,44th Cross, 8th Block Jayanagara, Bengaluru City,",12.919817,77.58481
Banashankari,2019,Robbery,10/8/2019,22:30,"40TH Cross, 3rd Main Road, 8th Block Jayanagara",12.91984,77.57982
Siddapura,2017,Kidnap,03/02/2017,9:15,"Near Om Sthakthi Temple, Balajinagar, Ittamadu, BSK 3rd Stage, Bangalore-85.",12.91985,77.54513
Banashankari,2016,Murder,2/12/2016,22:30,"Tolet Back Side 9th main
Yarbnagar, Banshnakari
2nd Stage, Bengaluru City,",12.91986,77.56931
Hanumantha Nagar,2018,2 wheeler theft,2/10/2018,10:00:00 AM,"In front of No-3496, 2nd
Cross 9th Main, Kaveri
Nagar BSK 2nd Stage,
Bengaluru City,",12.91986,77.56931
K S Layout,2017,Ordinary Theft,9/21/2017,10:30,"40th Cross, 2nd Main,8th Block, Jayanagar,",12.91986,77.58274
C K Achuktu,2016,2 wheeler theft,14/11/2016,5:30:00 PM,"Infront of No.21, 11th Main,Jayanagar 5th Block,",12.9199,77.583599
Konanakunte,2019,Ordinary Theft,7/6/2019,,"NEAR ANDHRA BANK, 8TH MAIN,, JP NAGAR 2ND PHASE, Bengaluru City,
Karnaka, 560078",12.9199123,77.5510782
Basavanagudi,2018,Chain Snatching,18/06/2018,22:30,"Infront of House No-317/C, 40th Cross, 9th A Main, 5th Block Jayanagar",12.919916,77.581878
K S Layout,2017,Ordinary Theft,10/1/2017,18:15,"Infront of Ste Bank of India 40th Cross,2nd Main,Jayanagar 8th Block,",12.91992,77.59044
Siddapura,2019,Kidnap,9/2/19,10:00,"No. 4, 4th Cross, Shiva Pali Clinic, T.G. Layout, Bangalore-85.",12.919938,77.539316
C K Achuktu,2018,2 wheeler theft,26/04/2018,6:00:00 PM,"36th Cross, 5th Main
road, 5th Block Jayanagar,
Bengaluru City,",12.919939,77.580716
Basavanagudi,2018,Chain Snatching,30/09/2018,09:30Hrs,"Near Hospital Qutres
Compound, 26th Cross,
Banashankari 2nd Stage,
Bengaluru City,",12.91994,77.56863
Banashankari,2018,Robbery,19/08/2018,14:15,"in front of lakshman rao park, 4th main 5th Block jayanagara",12.919946,77.580174
C K Achuktu,2019,2 wheeler theft,1/14/2019,,"Sastry M K V S S/O M Suryanarayana, 35 years, No.614, 1st Floor, 45th Cross, 1st Main, 8th Block Jayanagara, Bengalore.",12.91995,77.57607
Banashankari,2018,Robbery,2/3/2018,19:50,"4th Main, 40th Cross, 8th Block Jayanagar",12.91996,77.577755
V V Puram,2017,Assault,23/08/2017,12:30,"Near KEB Park, Ittamadu, Bsk 3rd Stage, Banglore-560085",12.91999,77.542212
K G Nagar,2018,2 wheeler theft,5/11/2018,14:30 PM,"No-24/B ,9th cross,balaji nagara,ittamadu,BSK 3rd stg, Bengluru-85,",12.920024,77.544633
K S Layout,2015,2 wheeler theft,2/12/2015,11:00:00 AM,"NO, 18/1, 8th a cross, balajinagar, BSK 3rd stg, Bengluru-85",12.92004,77.54464
Banashankari,2016,Robbery,25/07/2017,9:00,"Opposite Main land china hotel, 9th main road,5th block, Jayanagar",12.920042,77.583575
V V Puram,2016,Assault,9/4/16,7:00,"Near Nandini Milk Booth, V.B.B. Bakery, Ittamaud Main Road, BSK 3rd Stage, Bangalore-85.",12.920053,77.541854
Hanumantha Nagar,2018,2 wheeler theft,10/3/2018,3:00:00 PM,"Infront of No.41/A, 39, 7th Main Road,, JP Nagar 1st Phase, Bengaluru City,
Karnaka, 560078",12.9200827,77.5796881
K S Layout,2019,Ordinary Theft,04/03/2019,22:00,"No-294, 7th main road,
36th cross, 4th Block
Jayanagar, Bengaluru City",12.92009,77.58204
C K Achuktu,2015,2 wheeler theft,25/01/2015,12:00:00 PM,"IN FRONT OF NO.438/27, 16th B. MAIN,4th T BLOCK, JAYANAGAR",12.920121,77.571397
Siddapura,2015,Assault,14/09/2015,9:00,"Beside footph of
Nional College, 2nd Main
Road, 7th Block,
Jayanagara, Bengaluru City,",12.920121,77.571397
Basavanagudi,2019,Robbery,12/9/2019,20:45,"9th Main, 30th Cross,
Banashankari 2nd Stage,
Bengaluru City,",12.92013,77.56925
K S Layout,2018,4 Wheeler Theft,29/06/2018,16:00,"14TH MAIN ROAD, 39TH CROSS, JAYANAGAR 4TH T BLOCK",12.920162,77.587113
C K Achuktu,2017,2 wheeler theft,26/04/2017,7:20:00 PM,"12th Main Road,Jayanagar 4th Block,",12.92017,77.577721
K S Layout,2017,Ordinary Theft,18/07/2017,13:25,"BWSSB Quers, No.39/A Cross, 7th Main,5th Block Jayanagar",12.92023,77.5819
K G Nagar,2017,Ordinary Theft,12/7/2017,,"Infront of No.672, 11th B Man, Jsyanagars Nagar 5th block,, Bengaluru City,
Karnaka, 560041",12.9202366,77.5808573
Banashankari,2019,Attempted Murder,1/2/2019,6:30 PM,"No. 43, Sector tower, 2nd Floor, 20th Cross, Ittamadu, BSK 3rd Stage, Bangalore-85.",12.920267,77.542058
K S Layout,2017,Ordinary Theft,19/10/2017,14:15,"Inside NO.732, 37th Cross, 16th main,Jayanagara 4th T Block",12.92028,77.58801
Siddapura,2015,Kidnap,30/11/2015,7:30,"No. 483, 9th Cross, 8th Main, Shyaranaraya Temple, Bhuvaneshwarinagar, BSK 3rd Stage, Bangalore-85.",12.920302,77.547338
Girinagar,2017,2 wheeler theft,5/1/2017,8:15:00 PM,"infront of No-4,7th Main,13th Cross, Sarakki, JP Nagar 1st Phase, Bengaluru City,
Karnaka, 560078",12.9203184,77.579691
V V Puram,2016,Assault,06/02/2016,12:30,"No. 44, 11th Cross, Ittamadu, BSK 3rd Stage, Bangalore-85.",12.920327,77.54309
Girinagar,2016,2 wheeler theft,13/08/2016,8:45:00 PM,"No.228/A, 9th Main KSRTC Layout, 10th Cross, 2nd Phase J.P.Nagar, Bengaluru
City, Karnaka, 560078",12.9203297,77.5814445
Girinagar,2016,2 wheeler theft,13/08/2016,9:00:00 PM,"Infront of SLV PG, Near Inchara Hotel, K R Layout, 6th phase J P Nagar, Bengaluru
City, Karnaka, 560078",12.9203762,77.5661235
Basavanagudi,2015,Chain Snatching,2/3/2015,15:40,"INFRONT OF NO.147, 36th A. CROSS, 7th MAIN, 5th BLOCK, JAYANAGAR Bangalore",12.92043,77.5819
K S Layout,2015,4 Wheeler Theft,05/01/2015,18:40,"INFRONT OF HOUSE NO. 194, 7TH MAIN, 4TH BLOCK JAYANAGARA",12.92043,77.5819
Banashankari,2019,Attempted Murder,20/04/2019,5:00 PM,"HKS SHASTRY,
NO.1835/A, 34TH CROSS,,
BSK 2ND STAGE,
Bengaluru City,
Karnaka",12.9204433,77.5663689
Girinagar,2016,2 wheeler theft,29/09/2016,8:15:00 AM,"infront of house, No.1434, 2nd floor, Southend 'A' Cross, Jayanagr 9th block,
Bengaluru City, Karnaka, 560069",12.9204557,77.5927397
Hanumantha Nagar,2019,2 wheeler theft,24/11/2019,3:10:00 PM,"In Front Of No-42/A, 7Th
Cross, Gururaja Layout,
Padmanabhanagar,
Bengaluru City,",12.92046,77.554802
K S Layout,2017,Ordinary Theft,22/03/2017,0:45,"Near Rajalakshmi Junction, 46th Cross, Jayanagara 8th Block",12.92053,77.58274
C K Achuktu,2015,2 wheeler theft,28/02/2015,10:30:00 AM,"Near Jayanagara Church, 4th Block,Jayanagara",12.920536,77.5827886
Subramanyapura,2017,Assault,28/10/2017,11:45,"654/66, 3rd Floor, 11th
Main Road, Jayanagar 4th
Block, Bengaluru City,",12.920536,77.5827886
Siddapura,2019,Kidnap,7/30/2019,,"No.11, 10th Cross,Ittamadu BSK 3rd Stage,Bangalore-85",12.920577,77.543161
V V Puram,2016,Assault,02/01/2016,5:00,"Near Raghavendra Bar & Restaurant, Ittamadu Main Road, BSK 3rd Stage, Bangalore-85.",12.920588,77.542815
Banashankari,2018,Murder,17/07/2018,21:15,"Ambedkar road Rajarajeshwari Slum, Shakambari Nagar Bangalore",12.920604,77.520557
Hanumantha Nagar,2019,2 wheeler theft,27/06/2019,11:55:00 AM,"Front of House No-3/1,
9th main Road,
Banashankari 2nd stage,
Bengaluru City,",12.92062,77.5693
Basavanagudi,2015,Robbery,15/03/2015,1:00 AM,"Near Siddu medical Ittamdu main road, ittamdu, BSK 3rd stg, Bengluru-85",12.920677,77542981
Banashankari,2018,Murder,4/23/2018,6:15,"Anjaneya Temple Road, Balajinagar, Ittamadu, BSK 3rd Stage, Bangalore-85.",12.920708,77.545062
K S Layout,2016,Ordinary Theft,16/01/2016,18:00,"No P6, Ba Show room 9th Main, 3rd Block,,Jayanagara, Bengaluru City,",12.92074,77.59957
Banashankari,2016,Robbery,21/04/2017,10:40,"Near Banashankari Bus Stop,JAYANAGARA 8TH BLOCK",12.920751,77.574677
Banashankari,2019,Robbery,10/1/2019,13:45,"Near Jayanagar public library, 11th main, 5th Block Jayanagar",12.920789,77.584152
C K Achuktu,2016,2 wheeler theft,17/03/2016,3:10:00 PM,"NEAR P.C JEWELS, 10th A MAIN,3rd BLOCK, JAYANAGAR",12.920789,77.58415
C K Achuktu,2018,2 wheeler theft,20/07/2018,11:30:00 AM,"Shyamala Study Centre,
No-3, 9th Main, 5th Block
Jayanagar, Bengaluru City",12.920789,77.58415
C K Achuktu,2018,2 wheeler theft,21/07/2018,6:00:00 PM,"No-75/120, Outhouse,
6th Main, 36th Cross, 5th
Block Jayanagar, Bengaluru",12.920789,77.58415
C K Achuktu,2018,2 wheeler theft,1/8/2018,11:00:00 AM,"Near R V Road metro
stion, 5th Block
Jayanagar, Bengaluru City,",12.920789,77.58415
C K Achuktu,2018,2 wheeler theft,18/08/2018,11:45:00 AM,"Near R V road metro
stion, 5th main, 39th cross,
5th Block Jayanagar,
Bengaluru City,",12.920789,77.58415
Subramanyapura,2019,Assault,27/05/2019,11:50,"SOUTH END CIRCLE,
NEAR RANADHIRA
KANTHIRAVA PARK, 6TH
BLOCK JAYANAGAR,
Bengaluru City",12.920789,77.58415
C K Achuktu,2017,2 wheeler theft,17/08/2017,9:00:00 AM,"Infront of Abhushan Hotel, 8thF Main,Jayanagar 3rd Block",12.920794,77.587563
Basavanagudi,2017,Chain Snatching,30/10/2017,7:30,"Infront House No.135/F, 39th A Cross, 7th Main, Jayanagar 5th Block,",12.920834,77.584314
Basavanagudi,2015,Chain Snatching,31/03/2015,20:15,"INFRONT OF HOUSE NO: 458, 39TH B CROSS, 10TH MAIN, 5TH BLOCK JAYANAGAR Bangalore",12.920838,77.58481
Banashankari,2019,Murder,11/9/2019,9:45 AM,"Infront of Balaji Traders, C.K. Textiles, Ittamadu Main Road, BSK 3rd Stage, Bangalore-85.",12.920844,77.543006
K S Layout,2017,Ordinary Theft,16/12/2017,11:30,"IN FRONT OFNO-96/B, 39TH CROSS, 6TH MAIN,JAYANAGAR 6TH BLOCK",12.92085,77.58139
Girinagar,2017,2 wheeler theft,25/08/2017,9:00:00 AM,"Infront Of No.44, 8th Main, Old Post Office Road, Shakambari Nagar, 1st Phase,
Bengaluru City, Karnaka, 560078",12.9208508,77.5666869
C K Achuktu,2018,2 wheeler theft,7/3/2018,7:00:00 PM,"R V metro stion, 5th
block Jayanagar, Bengaluru",12.920853,77.580239
Siddapura,2019,Kidnap,6/24/2019,,"Near Om Sthakthi Temple, Balajinagar, Ittamadu, BSK 3rd Stage, Bangalore-85.",12.920858,77.545245
